Word Strng,Produce-1600-2541-Redacted.txt,Produce-2000.txt,Produce-3000.txt,Produce-4000.txt,Produce-5000.txt,Produce-6000.txt,Produce-Box-1-Redacted.txt,Produce-Box-5-Redacted.txt,Produce-Box-5.txt,Produce-Box-6.txt,Total
carbondale,0,0,1,0,0,0,0,0,2,0,3
card,3,4,0,24,4,0,0,15,15,0,65
cardamompear,0,0,0,0,0,0,0,0,0,1,1
carder,0,0,0,0,0,0,0,0,0,2,2
cards,2,0,0,2,0,0,5,35,48,0,92
care,68,0,24,105,0,17,9,3,37,16,279
career,4,0,0,18,0,0,0,0,0,0,22
careful,0,0,0,0,0,0,1,0,0,0,1
carefully,0,0,1,1,0,0,0,0,0,1,3
carey,0,0,0,0,0,0,0,0,0,1,1
careyrouseojaokgov,0,0,0,0,0,0,0,0,0,1,1
cariker,0,0,0,2,40,1,5,0,29,0,77
caring,4,0,0,0,0,0,0,0,0,0,4
carini,0,0,0,0,0,0,0,0,0,2,2
carios,0,0,0,0,0,0,0,0,0,1,1
carison,0,0,0,0,0,0,0,0,0,2,2
carissa,0,0,0,0,0,0,0,0,0,2,2
carissabennetticfbigov,0,0,0,0,0,0,0,0,0,1,1
carissabennetticthigov,0,0,0,0,0,0,0,0,0,1,1
carl,18,0,262,3,0,0,10,0,10,8,311
carla,0,0,0,0,0,0,0,0,0,14,14
carlabokaccocom,0,0,0,0,0,2,0,0,0,0,2
carlathompsontabcstatetxus,0,0,0,0,0,0,0,0,0,2,2
carlburg,6,0,0,0,0,0,0,0,0,3,9
carldanbergverizonnet,2,0,28,0,0,0,1,0,0,0,31
carlettahamptonarkansasgov,0,0,0,0,0,0,0,0,1,0,1
carlos,0,0,0,24,0,0,0,0,0,2,26
carloscjglobalsecuritycom,0,1,0,0,0,0,0,0,0,0,1
carlson,4,0,7,15,48,0,4,0,28,0,106
carlton,0,0,10,0,0,0,0,0,0,1,11
carltonbrayusarmymil,0,0,0,0,0,0,0,0,0,2,2
carltondyounguscgmil,0,0,0,0,0,0,0,0,0,2,2
carlwilksdocstateokus,0,0,0,0,0,0,0,0,0,2,2
carly,0,0,0,0,4,0,0,0,0,0,4
carman,0,0,0,0,0,0,0,0,0,2,2
carmen,0,0,0,0,0,0,0,0,0,1,1
carmenchenalazaggov,0,2,0,0,0,0,0,0,0,0,2
carmichael,0,0,0,0,0,0,2,0,0,0,2
carnegie,0,0,0,0,0,0,0,0,0,5,5
carney,4,0,0,0,0,0,0,0,0,1,5
carnuccio,143,13,0,368,0,2,0,37,308,2,873
carnuccios,0,0,0,0,0,0,0,0,5,0,5
carol,0,0,6,8,0,0,4,0,0,2,20
carolcolefrowegmailcom,0,0,0,0,0,0,0,0,0,1,1
carole,0,0,0,0,0,0,0,0,0,1,1
caroliancustatemaus,0,1,92,19,0,0,0,0,0,0,112
carolina,0,1,4,9,0,0,3,0,7,0,24
carolinas,0,0,0,0,0,0,1,0,0,0,1
caroline,5,0,0,35,1,0,7,0,2,1,51
carolineshousedvncom,0,0,0,4,0,0,0,0,0,0,4
caroling,0,0,0,0,0,0,0,0,5,0,5
carolmokbarorg,0,0,0,0,0,0,0,0,1,0,1
caroloaoporg,0,0,0,0,0,2,0,0,0,0,2
carolyn,5,0,4,7,5,0,15,0,11,1,48
carolynomlorg,0,0,1,1,0,0,0,0,0,4,6
carolynthompsonokhousegov,0,0,0,0,0,0,0,0,0,1,1
carpenter,5,0,0,0,1,0,7,0,4,0,17
carpetbagger,0,0,0,0,0,0,0,3,3,0,6
carrathers,6,0,0,0,0,0,0,0,0,3,9
carrell,0,0,0,0,0,0,0,0,0,2,2
carrellvvalliantnet,0,0,0,0,0,0,0,0,0,1,1
carri,0,0,0,0,0,0,0,0,0,6,6
carridyahoocom,0,0,0,0,0,0,0,0,0,6,6
carrie,0,0,1,6,0,0,0,0,0,4,11
carriecroydocstateokus,0,0,0,0,0,0,0,0,0,2,2
carriehatgwagov,0,0,10,0,0,0,0,0,0,0,10
carrier,0,0,0,0,0,0,0,0,0,2,2
carrisa,0,0,0,0,0,0,0,0,0,1,1
carrot,0,0,0,0,0,0,0,0,0,1,1
carry,1,0,3,6,2,1,0,0,0,0,13
carryover,0,0,0,6,0,0,0,0,0,0,6
cart,2,0,0,0,0,0,0,0,0,0,2
carter,51,0,531,0,41,0,24,0,26,24,697
cartercountydispatchyahoocom,0,0,0,0,0,0,0,0,0,2,2
cartoon,0,0,0,6,0,0,0,0,0,0,6
caryboxoagokgov,0,0,0,0,0,0,0,0,2,0,2
carychanmacfarlanegpcom,0,2,0,0,0,0,0,0,0,0,2
carycundiffomesokgov,0,0,0,0,0,0,0,0,0,1,1
casa,0,0,0,2,0,1,0,0,1,1,5
casady,0,0,0,0,0,0,0,0,0,25,25
case,32,5,73,153,3,10,16,13,44,3,352
casebillattnet,0,0,0,0,0,0,0,0,0,1,1
cases,0,3,3,14,1,0,1,0,4,0,26
casethe,0,0,0,5,0,0,0,0,0,0,5
casey,0,0,0,0,0,0,0,0,2,6,8
caseywhiteokdhsorg,0,0,0,0,0,0,0,0,1,0,1
casfillo,0,0,0,0,0,0,0,0,0,2,2
cash,6,0,0,11,2,1,2,0,10,1,33
cashion,0,0,0,0,0,0,0,0,0,2,2
cashionpoliceyahoocom,0,0,0,0,0,0,0,0,0,1,1
cashionyahoocom,0,0,0,0,0,0,0,0,0,1,1
caskey,0,0,0,0,0,0,0,0,0,2,2
casoncarterarlpcom,0,0,0,0,0,0,0,0,16,0,16
cass,0,0,0,2,0,0,0,0,0,0,2
cassandra,0,0,0,14,0,0,0,41,83,1,139
cassandrafowlerokdhsorg,0,0,0,2,0,0,0,0,0,0,2
cassandraocpathinkorg,0,0,0,4,0,0,0,9,18,0,31
cassi,0,0,0,0,0,0,0,0,0,6,6
cassidy,0,0,0,0,0,0,0,0,0,2,2
cassidyguymonokorg,0,0,0,0,0,0,0,0,0,2,2
cassie,0,0,2,2,0,0,4,0,0,2,10
cast,0,0,11,0,0,0,0,0,0,0,11
castillo,9,0,1,410,15,4,4,0,9,2,454
castillodomaininvalid,0,0,0,2,0,0,0,0,0,0,2
casting,0,0,11,0,0,0,0,0,0,0,11
castoe,0,0,0,0,0,0,0,0,0,2,2
casual,1,0,0,0,0,0,0,0,0,0,1
catalogue,0,0,0,6,0,0,0,0,0,0,6
catalytic,0,0,0,2,0,0,0,0,0,0,2
catch,2,0,0,1,0,0,0,0,1,0,4
catching,3,0,0,1,0,0,0,0,0,0,4
catecrutchermyfloridalegalcom,0,0,0,0,0,0,0,0,16,0,16
categories,2,0,0,0,0,0,0,0,0,0,2
category,2,0,0,0,0,0,0,0,0,0,2
cates,1,0,7,329,10,2,4,0,4,0,357
catherine,1,0,0,0,0,0,0,0,0,1,2
catherinedivisosuokcedu,0,0,0,0,0,0,0,0,1,0,1
catherinesharpdeqokgov,0,0,0,0,0,0,0,0,0,1,1
cathey,0,0,0,0,0,0,0,0,0,2,2
catholic,0,0,0,0,0,0,0,0,15,0,15
cathy,8,0,0,0,4,0,4,0,4,0,20
cathysingssbcglobalnet,0,0,0,0,0,2,0,0,0,0,2
cato,0,0,0,6,0,0,0,0,0,0,6
catoosa,0,0,0,0,0,0,0,0,0,5,5
catron,0,0,0,0,0,0,0,0,0,2,2
cattojastategov,0,2,0,0,0,0,0,0,0,0,2
caucus,0,0,0,0,0,0,0,0,0,7,7
caudill,0,0,0,3,0,0,0,0,0,0,3
caught,1,0,0,0,1,0,0,0,0,0,2
causal,0,0,0,0,0,0,0,0,5,0,5
cause,158,28,0,746,0,13,65,27,132,1,1170
caused,8,0,0,7,1,3,0,0,0,0,19
causedocx,0,0,0,2,0,0,0,0,0,0,2
causes,0,0,0,0,3,0,1,0,1,0,5
causing,0,0,0,0,0,0,0,0,1,0,1
caution,0,0,0,4,1,2,0,0,0,1,8
cautions,0,0,0,6,0,0,0,0,0,0,6
cave,0,0,0,0,0,0,0,0,0,2,2
cavitt,0,0,0,0,0,0,0,0,0,4,4
cavuto,0,0,0,9,0,0,0,0,0,0,9
cavutos,0,0,0,6,0,0,0,0,8,0,14
cayco,0,0,1,0,0,0,0,0,0,0,1
cbannisteroipacom,0,0,0,0,0,0,0,0,0,1,1
cbarnescoxnet,1,0,0,4,0,0,0,0,0,0,5
cbarnettgmailcom,0,0,0,0,0,2,0,0,0,0,2
cbassettoneokcom,0,0,0,0,0,0,0,0,1,0,1
cbd,0,0,1,1,0,0,0,0,0,0,2
cbds,0,0,1,1,0,0,0,0,0,0,2
cbdwhich,0,0,1,1,0,0,0,0,0,0,2
cboltyahoocom,0,0,0,0,0,0,0,0,0,2,2
cbp,0,0,0,0,0,0,0,0,0,1,1
cbpdhsgov,0,0,0,0,0,0,0,0,0,2,2
cbradleydpsstateokus,0,0,0,0,0,0,0,0,0,3,3
cbreazealeyahoocom,0,0,0,0,0,0,0,0,0,1,1
cbrewercowboynet,0,0,0,0,0,0,0,0,0,2,2
cbrewstersantafesouthorg,0,0,0,16,0,0,0,0,0,0,16
cbrownosrheedu,0,0,0,0,0,2,0,0,0,0,2
cbs,0,0,0,3,0,0,0,0,0,0,3
cbuchholzcornerstoneleaguecoop,0,0,0,0,0,0,0,0,0,1,1
cbuncebirchcom,0,0,0,0,0,0,0,0,0,2,2
cbunyanopubcocom,0,0,0,0,0,0,0,0,0,2,2
cburtonoklahomacountyorg,0,0,0,2,0,0,0,0,0,2,4
cca,0,0,0,0,0,0,0,0,0,1,1
ccampbellmcalesterkokus,0,0,0,0,0,0,0,0,0,3,3
ccanadaokdaorg,0,0,0,0,0,0,0,0,1,0,1
ccarlsongrdacom,0,0,0,0,0,0,0,0,0,2,2
ccarmanardmorecityorg,0,0,0,0,0,0,0,0,0,2,2
ccaskeytcsoorg,0,0,0,0,0,0,0,0,0,2,2
ccasteeloklahomancom,0,0,0,0,0,0,0,0,0,1,1
ccd,0,0,1,8,0,0,0,0,0,0,9
cced,0,0,0,4,0,0,0,0,0,0,4
ccegueda,0,0,0,0,0,0,0,0,0,1,1
ccepdf,0,0,6,0,0,0,0,0,0,0,6
cchericogmuedu,0,0,0,0,0,0,0,0,16,0,16
cchungyahooinccom,0,2,0,0,0,0,0,0,0,0,2
cchurchpharrnacyokgov,0,0,0,0,0,0,0,0,0,1,1
cci,0,0,0,0,0,0,0,0,0,4,4
ccing,12,0,0,4,0,1,0,13,15,0,45
cclaramuntcityoftuisaorg,0,0,0,0,0,0,0,0,0,1,1
cclaramuntcityoftulsaorg,0,0,0,0,0,0,0,0,0,1,1
cclarkcswplawcom,0,0,0,4,3,3,0,0,4,2,16
cclaychoctawcityorg,0,0,0,0,0,0,0,0,0,1,1
ccn,2,0,0,4,0,0,0,0,0,0,6
ccolliertelecompliancenet,0,0,0,0,0,0,0,0,0,2,2
ccomptoncityoftulsaorg,0,0,0,0,0,0,0,0,0,3,3
ccoppernollopubcocom,0,0,0,0,0,0,0,0,0,1,1
ccoxnet,0,0,0,0,0,1,0,0,0,0,1
ccr,0,0,0,3,0,0,0,0,0,0,3
ccsoattnet,0,0,0,0,0,0,0,0,0,1,1
ccsorecordsjollyyahoocom,0,0,0,0,0,0,0,0,0,2,2
ccsoyahoocom,0,0,0,0,0,0,0,0,0,2,2
cculbreathbethanypdorg,0,0,0,0,0,0,0,0,0,1,1
ccwardmsncom,0,0,0,2,0,0,0,0,0,2,4
cdathaaolcom,0,0,0,0,0,0,0,0,0,1,1
cdennisdpsstateokus,0,0,0,0,0,0,0,0,0,3,3
cdilldurantorg,0,0,0,0,0,0,0,0,0,1,1
cdnewsswbellnet,0,0,0,0,0,0,0,0,0,4,4
cdoa,0,0,0,4,0,0,0,0,0,0,4
cdownsokccoxnet,0,0,0,0,0,2,0,0,0,0,2
cdrwenskimecom,0,0,1,1,0,0,0,0,1,3,6
cdt,2,0,0,57,0,0,0,0,0,0,59
cdunhamtheacademyokorg,0,0,0,0,0,0,0,0,1,0,1
cdwhitneygmailcom,0,0,2,2,0,0,4,0,0,0,8
ceases,0,0,0,6,0,0,0,0,0,0,6
cecelia,0,0,1,6,0,0,0,0,0,0,7
ceceliachangagnygov,0,1,8,13,0,0,0,0,0,0,22
cecil,0,0,0,0,0,0,0,0,0,2,2
ceddingtonmyriadgardensorg,0,0,0,0,0,0,0,0,1,0,1
ceding,0,0,0,3,0,0,0,0,0,0,3
cei,0,0,1,23,0,0,0,0,0,0,24
ceiling,0,0,0,3,0,0,0,0,0,0,3
ceis,0,0,0,2,0,0,0,0,0,0,2
celebrate,11,0,0,69,0,1,1,2,12,1,97
celebrated,8,0,0,0,0,0,0,0,0,0,8
celebrating,4,0,0,6,0,0,0,0,0,0,10
celebration,4,0,1,9,1,0,0,0,0,0,15
celenamccordssmhccom,0,0,0,0,0,0,0,0,1,0,1
celia,0,0,0,0,0,0,2,0,0,0,2
cell,45,0,27,357,2,15,3,18,52,13,532
cellular,0,0,0,0,0,0,2,0,0,0,2
cement,0,0,11,0,0,0,0,0,0,2,13
centennial,0,0,0,0,0,0,0,0,4,0,4
center,79,5,1,165,6,1,1,0,75,53,386
centercaddo,0,0,0,0,0,0,0,0,0,2,2
centerleft,4,0,0,0,0,0,0,0,0,0,4
centerpiece,4,0,0,0,0,0,0,0,0,0,4
centerpoint,0,0,0,0,8,0,0,0,0,0,8
centerright,4,0,0,0,0,0,0,0,0,0,4
centers,4,3,0,6,0,0,0,0,5,1,19
centertower,0,0,2,2,0,0,0,0,0,0,4
central,10,58,0,30,5,1,0,0,2,36,142
centrality,0,0,0,6,0,0,0,0,0,0,6
centre,1,0,0,0,0,0,0,0,1,0,2
cents,0,0,0,14,0,1,0,0,0,0,15
century,8,0,0,0,0,0,9,0,0,0,17
ceo,2,0,0,12,0,0,19,0,5,1,39
ceolifecom,0,1,0,0,0,0,0,0,0,0,1
ceos,0,0,0,0,0,0,1,0,0,0,1
ceremony,0,0,0,9,0,0,1,0,0,1,11
cert,0,0,13,0,0,0,0,0,0,0,13
certain,1,0,27,61,0,0,0,0,11,0,100
certainly,0,16,0,22,0,0,4,0,0,3,45
certificate,2,0,0,0,0,0,0,0,0,0,2
certificates,0,0,0,2,0,0,0,0,0,0,2
certification,0,0,6,0,0,0,0,0,0,1,7
certifications,0,0,0,6,0,0,0,0,0,0,6
certified,0,0,12,0,0,0,0,0,0,9,21
certiorari,0,3,1,9,0,0,0,0,0,0,13
cervenka,0,0,0,0,0,0,0,0,0,2,2
ceswteocusacearmymil,0,0,0,0,0,0,0,0,0,2,2
ceswtpausacearmymil,0,0,0,0,0,0,0,0,1,0,1
ceta,0,0,0,0,0,0,0,0,0,6,6
ceverestgaylordfoundafionorg,0,0,0,0,0,0,0,0,0,2,2
ceverestgaylordfoundationorg,0,0,0,2,0,0,0,0,0,0,2
cfimespldinet,0,0,0,0,0,0,0,0,0,2,2
cfoleycityofmustangorg,0,0,0,0,0,0,0,0,0,1,1
cformanoklahomawatchorg,0,0,0,0,0,0,0,0,0,2,2
cfre,0,0,0,0,0,0,1,0,0,0,1
cfriedmanmanattcom,0,2,0,0,0,0,0,0,0,0,2
cgaylordcityofstroudcom,0,0,0,0,0,0,0,0,0,1,1
cgm,2,0,0,0,0,0,0,0,0,0,2
cgmecom,0,0,0,0,0,0,0,0,0,6,6
cgomezattnet,0,0,0,0,0,0,0,0,0,1,1
cgormanaolcom,0,2,0,0,0,0,0,0,0,0,2
cgravesautomatedenergycom,0,0,0,0,0,0,0,0,0,2,2
cguffeysandridgeenergycom,0,0,0,2,0,0,0,0,0,2,4
cgutierrezchpainfoorg,0,2,0,0,0,0,0,0,0,0,2
chaakegibsondunncom,0,0,2,13,0,0,0,0,0,0,15
chad,5,0,2,5,1,0,7,0,6,17,43
chadmullenocastokgov,0,0,0,0,0,0,0,0,0,2,2
chadokmogacom,0,0,0,0,0,0,0,0,0,6,6
chadokmogaom,0,0,1,1,0,0,0,0,0,0,2
chadprevichdvncom,0,0,0,0,0,0,0,0,0,1,1
chadsampsondocstateokus,0,0,0,0,0,0,0,0,0,2,2
chair,4,0,0,7,0,0,1,0,0,0,12
chairman,10,3,4,37,0,3,6,8,10,0,81
chairmanship,1,0,0,0,0,0,0,0,0,0,1
chairmen,2,0,0,0,0,0,0,0,0,0,2
chairs,0,0,0,3,0,0,0,0,1,0,4
challcityoflawtonokus,0,0,0,0,0,0,0,0,0,2,2
challenge,8,3,3,59,0,0,4,0,27,3,107
challenged,5,0,0,17,0,0,0,0,0,0,22
challenges,0,0,0,6,0,0,0,0,18,2,26
challenging,4,0,0,13,0,0,0,0,6,0,23
chamber,11,0,20,55,0,0,1,0,6,0,93
chamberalaskaafbf,0,0,0,3,0,0,0,0,0,0,3
chamberlain,7,0,4,168,61,1,4,0,26,3,274
chambers,0,0,0,0,0,0,1,0,0,0,1
champagne,0,0,0,0,0,0,0,0,0,1,1
champion,0,0,5,21,56,0,8,0,28,0,118
championed,4,0,0,0,0,1,0,0,0,0,5
champions,0,0,0,8,0,0,0,0,0,0,8
chanay,0,0,0,24,0,0,0,0,0,0,24
chance,44,0,17,35,2,0,0,0,15,2,115
chancellor,0,0,0,6,0,0,0,0,0,0,6
chandler,0,0,0,0,0,0,8,0,0,1,9
chandleroksenategov,0,0,0,0,0,0,0,0,0,1,1
chang,0,0,1,6,0,0,0,0,0,0,7
change,19,0,5,24,0,0,11,1,11,1,72
changed,7,0,0,17,0,0,6,3,9,0,42
changer,0,0,0,0,0,0,24,0,0,0,24
changerlosbcglobalnet,0,0,0,0,0,0,0,0,0,1,1
changes,16,5,23,165,1,1,1,0,40,4,256
changesdoc,0,0,1,1,0,0,0,0,0,0,2
changing,2,0,0,1,0,0,0,5,15,0,23
channel,0,0,0,2,0,0,0,0,0,9,11
chansonokcattlemenorg,0,0,0,0,0,0,0,0,1,0,1
chapel,0,0,0,0,0,0,0,0,5,0,5
chapman,5,0,0,2,1,0,7,0,4,2,21
chapter,8,9,3,31,83,0,4,0,62,10,210
chapters,0,0,0,0,0,0,0,0,9,0,9
character,4,0,0,0,0,0,0,5,5,0,14
characteristics,0,0,6,0,0,0,0,0,0,0,6
characterized,0,0,2,4,0,0,0,5,5,0,16
characterizes,0,0,4,8,0,0,0,0,0,0,12
charge,1,0,0,4,0,0,0,0,16,23,44
charges,0,0,0,0,0,0,0,0,0,1,1
chariesmackeyosbiokgov,0,0,0,0,0,0,0,0,0,1,1
charity,0,0,0,0,0,1,0,0,0,0,1
charles,35,0,279,15,4,0,22,0,23,21,399
charlesandmargaretortegayahoocom,0,0,0,0,0,2,0,0,0,0,2
charlesbiggstulsabeaconcom,0,0,0,0,0,0,0,0,0,1,1
charlesbursongmailcom,2,0,28,0,0,0,1,0,0,0,31
charlescurtisosbiokgov,0,0,0,0,0,0,0,0,0,2,2
charlesiigonouhscedu,0,0,0,0,0,0,0,0,0,1,1
charlesjbornhausercivmailmil,0,0,0,0,0,0,0,0,0,1,1
charlesligonouhscedu,0,0,0,0,0,0,0,0,0,2,2
charlesmackeyosbiokgov,0,0,0,0,0,0,0,0,0,1,1
charleston,0,0,0,0,0,0,0,0,2,0,2
charlie,19,0,281,3,0,0,10,0,1,3,317
charliemeadowsgmailcom,0,0,0,0,0,0,0,0,0,2,2
charlietoxicteethorg,2,0,28,0,0,0,1,0,0,0,31
charlotte,0,0,0,2,0,0,0,0,0,0,2
charon,0,0,0,0,0,0,0,0,0,3,3
charsasseryahoocom,0,0,0,0,0,2,0,0,0,0,2
chart,8,0,0,2,0,0,0,0,1,0,11
charter,0,0,0,6,0,0,0,0,14,0,20
chasbiggsaolcom,0,0,0,0,0,0,0,0,0,1,1
chase,0,0,1,8,0,0,0,0,2,3,14
chasrlegalzoomcom,0,2,0,0,0,0,0,0,0,0,2
chat,3,0,0,12,0,0,0,0,2,0,17
chattanooga,0,0,0,0,0,0,0,0,0,2,2
chatted,0,0,0,0,0,0,0,0,5,0,5
chattychiefpldinet,0,0,0,0,0,0,0,0,0,2,2
chauncey,0,0,0,0,0,0,0,0,0,1,1
chauschildtcwagweborg,0,2,0,0,0,0,0,0,0,0,2
chavez,0,0,0,0,0,0,0,0,0,2,2
chavezrgogecom,0,0,0,0,0,0,0,0,0,1,1
chay,0,0,0,0,0,0,0,0,0,1,1
chaykramermidfirstcom,0,0,0,0,0,0,0,0,0,1,1
chconstructionlawtonnet,0,0,0,0,6,0,0,0,4,0,10
cheaper,12,0,0,0,0,0,0,0,0,0,12
cheapest,0,0,0,8,0,0,0,0,0,0,8
cheavers,3,0,0,0,0,0,0,0,0,0,3
check,24,0,2,43,7,0,5,0,5,0,86
checked,0,0,0,3,0,0,1,0,8,0,12
checkin,2,0,0,0,0,0,0,0,0,0,2
checking,0,1,0,31,1,0,0,0,0,0,33
checklists,0,0,0,0,0,0,0,0,4,0,4
checkout,0,0,0,2,0,0,0,0,0,0,2
checks,0,0,0,2,0,0,0,0,0,0,2
checotah,0,0,0,0,0,0,0,0,0,2,2
chedule,0,0,2,0,0,0,0,0,0,0,2
cheer,0,0,0,0,0,0,4,0,0,0,4
cheesebitcoxnet,0,0,0,0,0,2,0,0,0,0,2
cheesefakevggmailcom,0,0,0,0,0,0,0,0,0,6,6
cheevers,6,0,0,0,0,0,0,0,0,0,6
cheif,0,0,0,0,0,0,0,0,0,1,1
chelsea,0,0,2,2,0,0,0,0,0,8,12
chelseasmithokhousegov,0,0,0,0,0,0,0,0,0,1,1
chemical,0,0,0,0,0,0,0,0,0,2,2
chemicals,0,0,0,0,0,0,0,0,1,0,1
chemistry,0,0,11,6,0,0,0,0,0,0,17
cheney,0,0,0,0,0,0,0,0,0,1,1
chenningsenscottsdaleazgov,0,0,0,0,0,0,0,0,0,2,2
chenoweth,0,0,0,0,0,0,0,0,0,4,4
cherbisonoccemailcom,0,0,0,0,0,0,0,0,0,1,1
cheri,0,0,0,0,6,0,0,0,4,0,10
chericherifullercom,0,0,0,2,0,0,0,0,0,2,4
cherico,0,0,0,0,0,0,0,0,32,0,32
chermessengeraflnet,0,0,0,0,0,0,0,0,0,1,1
chermessengerattnet,0,0,0,0,0,0,0,0,0,1,1
cherokee,0,0,2,2,0,0,4,0,0,11,19
cheryl,21,0,0,119,50,0,20,0,36,9,255
cherylcampcoxnet,0,0,0,0,0,0,0,0,0,2,2
cheryldomaininvalid,0,0,0,2,0,0,0,0,0,0,2
chesapeake,4,0,0,37,0,0,6,0,0,0,47
chesbro,0,0,0,0,0,0,0,0,0,2,2
chetylcampcoxnet,0,0,0,0,0,0,0,0,0,1,1
chevroletpontiac,0,0,1,0,0,0,0,0,0,0,1
chfll,0,0,0,0,0,0,0,0,0,1,1
chicago,4,0,26,3,0,0,0,8,8,0,49
chickasaw,0,0,0,0,0,0,0,0,0,6,6
chickasha,0,0,0,0,0,0,0,0,0,7,7
chickashaeditoryahoocom,0,0,0,0,0,0,0,0,0,2,2
chicken,0,0,2,14,0,0,0,0,0,0,16
chief,24,0,66,109,5,1,10,7,18,430,670
chiefallencityofiexingtoncom,0,0,0,0,0,0,0,0,0,1,1
chiefallencityoflexingtoncom,0,0,0,0,0,0,0,0,0,1,1
chiefanadarko,0,0,0,0,0,0,0,0,0,1,1
chiefcaptain,0,0,0,0,0,0,0,0,0,1,1
chiefcartersbcglobalnet,0,0,0,0,0,0,0,0,0,1,1
chiefcraigyahoocom,0,0,0,0,0,0,0,0,0,1,1
chiefdetective,0,0,0,0,0,0,0,0,0,4,4
chiefdmurraysbcglobalnet,0,0,0,0,0,0,0,0,0,1,1
chiefelo,0,0,0,0,0,0,0,0,0,6,6
chiefexecutive,0,0,0,0,0,0,0,0,0,2,2
chiefflo,0,0,0,0,0,0,0,0,0,65,65
chiefflu,0,0,0,0,0,0,0,0,0,13,13
chiefglencoeattnet,0,0,0,0,0,0,0,0,0,1,1
chiefgmailcom,0,0,0,0,0,0,0,0,0,1,1
chiefgrovetonkawaus,0,0,0,0,0,0,0,0,0,3,3
chiefjunctcom,0,0,0,0,0,0,0,0,0,2,2
chiefkellyvilleokorg,0,0,0,0,0,0,0,0,0,1,1
chieflestesyahoocom,0,0,0,0,0,0,0,0,0,1,1
chiefly,0,0,0,0,0,0,0,0,2,0,2
chiefmcdanielpdgmailcom,0,0,0,0,0,0,0,0,0,1,1
chiefmckimcatoosapdcom,0,0,0,0,0,0,0,0,0,1,1
chiefmkadamsgmailcom,0,0,0,0,0,0,0,0,0,1,1
chiefofpolicemynowatacom,0,0,0,0,0,0,0,0,0,1,1
chiefokmcitynet,0,0,0,0,0,0,0,0,0,2,2
chiefpagegmailcom,0,0,0,0,0,0,0,0,0,1,1
chiefpatrol,0,0,0,0,0,0,0,0,0,2,2
chiefpetersengmailcom,0,0,0,0,0,0,0,0,0,1,1
chiefpoteauokcom,0,0,0,0,0,0,0,0,0,1,1
chiefrdsyahoocom,0,0,0,0,0,0,0,0,0,1,1
chiefroegmailcom,0,0,0,0,0,0,0,0,0,1,1
chiefrruizwashingtontownhallcom,0,0,0,0,0,0,0,0,0,1,1
chiefs,0,0,0,0,0,0,0,0,0,2,2
chiefsayrepdcom,0,0,0,0,0,0,0,0,0,1,1
chiefshanedavisgmailcom,0,0,0,0,0,0,0,0,0,1,1
chiefsorg,0,0,0,0,0,0,0,0,0,1,1
chiefstatewide,0,0,0,0,0,0,0,0,0,1,1
chieftalala,0,0,0,0,0,0,0,0,0,1,1
chieftipton,0,0,0,0,0,0,0,0,0,1,1
chieftonkawaus,0,0,0,0,0,0,0,0,0,2,2
chieftupelo,0,0,0,0,0,0,0,0,0,1,1
chiefvalornetcom,0,0,0,0,0,0,0,0,0,1,1
chiefvgreenlyahoocom,0,0,0,0,0,0,0,0,0,2,2
chiefyahoocom,0,0,0,0,0,0,0,0,0,1,1
chielflo,0,0,0,0,0,0,0,0,0,1,1
child,12,9,0,24,0,0,9,10,33,1,98
childfree,0,0,0,6,0,0,0,0,0,0,6
childfriendly,0,0,0,27,0,0,0,0,0,0,27
childhelp,0,15,0,0,0,0,0,0,0,0,15
childhelpsponsorcredit,0,3,0,0,0,0,0,0,0,0,3
childhood,0,0,0,0,0,0,1,0,0,0,1
childless,0,0,0,6,0,0,0,0,0,0,6
children,24,10,3,116,2,0,6,26,95,7,289
childrens,32,0,0,0,0,1,0,0,5,1,39
childs,0,5,0,18,0,0,0,5,10,0,38
chills,0,0,0,0,0,1,0,0,0,0,1
china,0,0,0,9,0,1,0,0,0,0,10
chip,4,0,2,19,13,2,16,0,6,3,65
chipkeafinggmailcom,0,0,0,0,0,0,0,0,0,2,2
chipkeatinggmailcom,0,0,0,0,0,0,0,0,0,1,1
chipped,0,0,0,0,0,0,0,0,0,2,2
chiropractic,0,0,0,0,0,0,0,0,0,1,1
chirshdrtcorg,0,0,0,2,0,0,0,0,0,2,4
chivas,0,0,0,0,0,0,0,0,0,1,1
chjohnsonucoedu,0,0,0,0,0,0,0,0,1,0,1
chloe,0,0,0,2,0,0,12,0,5,0,19
chloes,0,0,0,0,0,0,0,0,5,0,5
choate,0,0,0,0,0,0,0,0,0,4,4
chocolate,0,0,0,0,0,0,1,0,0,0,1
choctaw,0,0,0,0,0,0,0,0,0,14,14
chod,0,0,0,0,0,0,0,0,0,1,1
chodgesodmhsasorg,0,0,0,2,0,0,0,0,0,2,4
choi,0,0,0,5,0,0,0,0,0,0,5
choice,20,15,0,203,0,1,16,15,180,0,450
choices,0,0,0,0,0,0,32,0,0,0,32
choo,0,0,0,0,0,2,0,0,0,0,2
choose,0,0,0,2,0,0,0,5,32,0,39
choosing,8,0,0,0,0,0,0,0,0,0,8
choperjlawberkeleyedu,0,2,0,0,0,0,0,0,0,0,2
chosen,4,0,0,0,0,0,0,0,0,0,4
chouston,0,0,0,0,0,0,0,0,0,1,1
chouteau,0,0,0,0,0,0,0,0,0,1,1
